Customer_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,bureau_score,job,num_dependents,own_telephone,foreign_worker,Spend_debit_card,class
2563,0<=X<200,64,delayed previously,education,12928,<100,<1,3,male div/sep,guarantor,1,life insurance,64,stores,own,360,skilled,3,none,yes,1357,bad
2564,0<=X<200,34,critical/other existing credit,education,13401,500<=X<1000,>=7,1,male div/sep,guarantor,3,car,49,stores,own,200,skilled,13,yes,no,1971,bad
2565,0<=X<200,53,no credits/all paid,education,12335,100<=X<500,unemployed,3,male mar/wid,guarantor,3,car,34,bank,own,110,unemp/unskilled non res,3,none,no,2962,bad
2566,0<=X<200,8,all paid,education,8361,500<=X<1000,unemployed,1,male div/sep,guarantor,1,no known property,32,stores,own,410,high qualif/self emp/mgmt,3,yes,yes,4392,bad
2567,0<=X<200,34,delayed previously,education,386,<100,1<=X<4,1,male div/sep,guarantor,4,car,32,stores,own,60,unskilled resident,9,yes,yes,4682,good
2568,0<=X<200,38,delayed previously,education,16283,500<=X<1000,1<=X<4,3,male div/sep,guarantor,2,life insurance,39,stores,own,370,skilled,4,yes,no,4265,good
2569,0<=X<200,67,critical/other existing credit,education,16544,>=1000,4<=X<7,3,male div/sep,guarantor,1,no known property,37,none,own,10,high qualif/self emp/mgmt,9,none,no,2811,good
2570,0<=X<200,25,critical/other existing credit,education,448,no known savings,>=7,3,male div/sep,guarantor,2,no known property,75,stores,rent,110,unemp/unskilled non res,7,yes,no,4875,bad
2571,0<=X<200,57,delayed previously,education,15945,500<=X<1000,4<=X<7,4,male single,guarantor,4,no known property,72,stores,rent,450,high qualif/self emp/mgmt,12,yes,yes,3005,bad
2572,0<=X<200,35,all paid,education,10089,100<=X<500,4<=X<7,1,male div/sep,guarantor,1,no known property,33,none,rent,70,unskilled resident,10,none,yes,3899,bad
2573,0<=X<200,6,delayed previously,education,5590,>=1000,4<=X<7,2,male div/sep,guarantor,3,car,59,stores,rent,210,unemp/unskilled non res,1,none,no,1018,bad
2574,0<=X<200,42,critical/other existing credit,education,315,500<=X<1000,1<=X<4,2,male div/sep,guarantor,2,car,39,stores,rent,210,skilled,10,yes,no,3789,good
2575,0<=X<200,69,existing paid,education,545,100<=X<500,<1,2,male single,guarantor,3,life insurance,38,bank,rent,230,high qualif/self emp/mgmt,8,none,yes,22,good
2576,0<=X<200,70,no credits/all paid,education,13181,500<=X<1000,4<=X<7,3,male mar/wid,guarantor,3,real estate,46,bank,rent,10,unemp/unskilled non res,10,none,yes,3474,good
2577,0<=X<200,61,all paid,education,8258,500<=X<1000,>=7,3,male div/sep,guarantor,1,life insurance,74,stores,rent,230,skilled,10,none,yes,1716,good
2578,0<=X<200,36,existing paid,education,12612,100<=X<500,1<=X<4,1,male single,none,4,no known property,47,none,for free,10,skilled,2,yes,yes,4017,good
2579,0<=X<200,9,critical/other existing credit,education,1136,>=1000,>=7,4,male single,none,3,no known property,32,none,for free,20,skilled,2,none,yes,2696,bad
2580,0<=X<200,24,all paid,education,1837,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,10,unskilled resident,1,none,yes,3033,bad
2581,0<=X<200,48,delayed previously,education,6224,<100,>=7,4,male single,none,4,no known property,50,none,for free,10,skilled,1,none,yes,1268,bad
2582,0<=X<200,60,existing paid,education,6288,<100,1<=X<4,4,male single,none,4,no known property,42,none,for free,10,skilled,1,none,yes,3618,good
2583,0<=X<200,32,critical/other existing credit,education,556,<100,<1,4,male mar/wid,none,1,car,29,bank,for free,450,high qualif/self emp/mgmt,2,none,no,626,good
2584,0<=X<200,45,critical/other existing credit,education,729,<100,4<=X<7,2,male div/sep,none,1,life insurance,41,stores,for free,230,unemp/unskilled non res,1,yes,no,241,good
2585,0<=X<200,26,existing paid,education,939,500<=X<1000,1<=X<4,3,male single,none,3,life insurance,68,stores,for free,420,skilled,1,yes,no,666,bad
2586,0<=X<200,72,critical/other existing credit,education,6676,500<=X<1000,1<=X<4,4,male div/sep,none,4,real estate,34,stores,for free,180,unemp/unskilled non res,12,none,no,2129,bad
2587,0<=X<200,68,no credits/all paid,education,5497,500<=X<1000,<1,1,male mar/wid,none,4,real estate,37,bank,for free,340,high qualif/self emp/mgmt,7,yes,yes,2402,bad
2588,0<=X<200,16,no credits/all paid,education,10619,<100,4<=X<7,3,male div/sep,none,2,real estate,21,stores,for free,180,high qualif/self emp/mgmt,11,yes,yes,2115,bad
2589,0<=X<200,34,no credits/all paid,education,14276,500<=X<1000,4<=X<7,4,male div/sep,none,1,no known property,54,stores,for free,320,unskilled resident,2,none,no,3481,bad
2590,0<=X<200,59,all paid,education,8070,>=1000,unemployed,3,male div/sep,none,2,life insurance,21,bank,for free,210,unemp/unskilled non res,12,yes,yes,2264,bad
2591,0<=X<200,7,no credits/all paid,education,14841,100<=X<500,>=7,2,male div/sep,none,2,car,62,bank,for free,410,unskilled resident,7,none,yes,476,good
2592,0<=X<200,24,critical/other existing credit,education,5743,<100,<1,2,female div/dep/mar,none,4,no known property,24,none,for free,20,skilled,1,yes,yes,4558,good
2593,0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,none,4,no known property,61,none,for free,10,skilled,1,none,yes,4770,good
2594,0<=X<200,33,existing paid,education,839,<100,<1,4,male div/sep,none,1,real estate,48,none,for free,110,skilled,2,yes,no,4787,good
2595,0<=X<200,68,existing paid,education,938,<100,>=7,4,male single,none,4,real estate,41,stores,for free,150,skilled,6,yes,yes,595,good
2596,0<=X<200,64,all paid,education,506,<100,1<=X<4,3,male single,none,3,life insurance,19,bank,for free,400,unskilled resident,12,none,no,2143,good
2597,0<=X<200,50,no credits/all paid,education,6959,100<=X<500,>=7,4,male mar/wid,none,4,life insurance,44,stores,for free,160,high qualif/self emp/mgmt,14,yes,no,3368,good
2598,0<=X<200,6,critical/other existing credit,education,3681,500<=X<1000,>=7,3,male mar/wid,none,4,car,21,none,for free,240,unskilled resident,6,none,yes,507,good
2599,0<=X<200,17,critical/other existing credit,education,5277,500<=X<1000,>=7,3,male div/sep,none,4,no known property,30,bank,for free,80,high qualif/self emp/mgmt,4,none,yes,3619,good
2600,0<=X<200,9,critical/other existing credit,education,1501,<100,>=7,2,female div/dep/mar,none,3,car,34,none,own,20,high qualif/self emp/mgmt,1,yes,yes,3418,bad
2601,0<=X<200,33,existing paid,education,327,<100,<1,1,male div/sep,none,2,no known property,38,bank,own,300,skilled,14,none,yes,3764,bad
2602,0<=X<200,54,no credits/all paid,education,11869,<100,>=7,1,male div/sep,none,3,real estate,20,stores,own,210,unskilled resident,13,yes,yes,533,bad
2603,0<=X<200,4,critical/other existing credit,education,16327,500<=X<1000,1<=X<4,3,male div/sep,none,1,car,69,stores,own,10,unemp/unskilled non res,1,yes,yes,3731,good
2604,0<=X<200,13,delayed previously,education,6615,100<=X<500,>=7,2,male div/sep,none,1,real estate,26,none,own,400,high qualif/self emp/mgmt,11,yes,yes,4546,bad
2605,0<=X<200,36,existing paid,education,2273,<100,4<=X<7,3,male single,none,1,car,32,none,own,20,skilled,2,none,yes,2920,good
2606,0<=X<200,9,existing paid,education,1199,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,20,high qualif/self emp/mgmt,1,yes,yes,3243,good
2607,0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,none,own,10,skilled,1,none,yes,3828,good
2608,0<=X<200,52,critical/other existing credit,education,960,<100,unemployed,1,male div/sep,none,3,life insurance,28,none,own,60,high qualif/self emp/mgmt,3,none,no,4411,good
2609,0<=X<200,39,delayed previously,education,792,100<=X<500,4<=X<7,4,male mar/wid,none,2,no known property,41,stores,own,240,skilled,10,yes,no,3781,good
2610,0<=X<200,71,critical/other existing credit,education,5359,>=1000,<1,2,male div/sep,none,2,car,34,stores,own,340,unemp/unskilled non res,2,none,yes,494,good
2611,0<=X<200,43,delayed previously,education,1805,<100,<1,2,male div/sep,none,1,real estate,36,stores,own,10,unskilled resident,2,none,yes,2764,good
2612,0<=X<200,51,critical/other existing credit,education,7298,100<=X<500,<1,4,male div/sep,none,2,no known property,73,bank,own,270,unemp/unskilled non res,11,none,no,3883,good
2613,0<=X<200,65,critical/other existing credit,education,7292,500<=X<1000,<1,2,male single,none,3,car,53,bank,own,460,skilled,4,none,yes,927,good
2614,0<=X<200,28,delayed previously,education,16426,100<=X<500,unemployed,3,male single,none,1,real estate,20,bank,own,20,unskilled resident,2,none,no,4418,good
2615,0<=X<200,57,no credits/all paid,education,6864,<100,unemployed,4,male div/sep,none,3,life insurance,43,none,own,350,skilled,13,yes,no,2892,good
2616,0<=X<200,6,all paid,education,433,>=1000,<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,10,skilled,2,none,yes,1941,bad
2617,0<=X<200,21,existing paid,education,304,100<=X<500,4<=X<7,1,male div/sep,none,3,car,29,stores,rent,280,skilled,5,yes,no,4152,bad
2618,0<=X<200,6,critical/other existing credit,education,848,<100,>=7,2,male div/sep,none,2,no known property,52,stores,rent,340,unskilled resident,4,none,no,4109,bad
2619,0<=X<200,57,all paid,education,17275,500<=X<1000,<1,3,male mar/wid,none,3,no known property,33,stores,rent,290,skilled,6,none,no,2352,bad
2620,0<=X<200,39,delayed previously,education,11760,100<=X<500,4<=X<7,2,male single,none,3,no known property,32,none,rent,10,skilled,1,yes,yes,1600,good
2621,0<=X<200,4,delayed previously,education,8668,100<=X<500,<1,2,male mar/wid,none,1,car,19,stores,rent,460,skilled,4,none,yes,3332,good
2622,0<=X<200,10,critical/other existing credit,education,15068,<100,>=7,2,male single,none,4,real estate,19,none,rent,190,skilled,9,none,no,4749,good
2623,0<=X<200,53,delayed previously,education,3630,500<=X<1000,>=7,4,male single,none,1,car,54,stores,rent,460,skilled,14,none,yes,3442,good
2624,0<=X<200,65,all paid,furniture/equipment,3442,500<=X<1000,4<=X<7,2,male div/sep,co applicant,2,no known property,68,stores,for free,430,unskilled resident,6,yes,no,242,good
2625,0<=X<200,13,critical/other existing credit,furniture/equipment,5445,500<=X<1000,>=7,2,male div/sep,co applicant,3,life insurance,49,stores,for free,400,skilled,2,yes,yes,3952,good
2626,0<=X<200,44,delayed previously,furniture/equipment,16757,>=1000,4<=X<7,2,male single,co applicant,1,no known property,36,bank,own,450,high qualif/self emp/mgmt,1,yes,yes,1774,bad
2627,0<=X<200,59,no credits/all paid,furniture/equipment,15876,<100,4<=X<7,3,male mar/wid,co applicant,2,no known property,50,bank,own,210,unskilled resident,4,yes,no,4519,bad
2628,0<=X<200,39,no credits/all paid,furniture/equipment,16105,500<=X<1000,<1,1,male single,co applicant,3,life insurance,67,none,own,390,unskilled resident,7,none,yes,389,bad
2629,0<=X<200,18,no credits/all paid,furniture/equipment,11992,500<=X<1000,4<=X<7,4,male single,co applicant,4,no known property,56,bank,own,100,unemp/unskilled non res,12,none,yes,4242,bad
2630,0<=X<200,7,critical/other existing credit,furniture/equipment,913,no known savings,>=7,4,male mar/wid,co applicant,3,no known property,75,stores,own,360,skilled,1,yes,no,1675,good
2631,0<=X<200,61,existing paid,furniture/equipment,667,no known savings,4<=X<7,4,male single,co applicant,2,real estate,51,bank,own,90,unemp/unskilled non res,3,none,yes,1819,good
2632,0<=X<200,64,existing paid,furniture/equipment,406,<100,<1,3,male mar/wid,co applicant,1,no known property,29,bank,own,350,skilled,13,yes,yes,3320,good
2633,0<=X<200,36,all paid,furniture/equipment,2590,500<=X<1000,1<=X<4,1,male single,co applicant,1,real estate,54,none,own,210,unskilled resident,4,yes,no,4604,good
2634,0<=X<200,15,no credits/all paid,furniture/equipment,10665,>=1000,<1,3,male mar/wid,co applicant,2,car,75,none,own,390,skilled,7,none,yes,2622,good
2635,0<=X<200,47,no credits/all paid,furniture/equipment,5148,500<=X<1000,>=7,4,male div/sep,co applicant,2,no known property,68,none,own,300,high qualif/self emp/mgmt,9,yes,no,2690,good
2636,0<=X<200,59,delayed previously,furniture/equipment,7701,<100,unemployed,1,male div/sep,co applicant,2,real estate,44,none,own,250,skilled,2,none,no,2617,good
2637,0<=X<200,37,all paid,furniture/equipment,12457,500<=X<1000,unemployed,3,male mar/wid,co applicant,3,real estate,56,bank,own,370,high qualif/self emp/mgmt,2,yes,no,958,good
2638,0<=X<200,40,all paid,furniture/equipment,14672,>=1000,>=7,2,male div/sep,co applicant,3,no known property,66,stores,own,430,unskilled resident,6,yes,no,2939,good
2639,0<=X<200,36,existing paid,furniture/equipment,9034,100<=X<500,<1,4,male single,co applicant,1,no known property,29,none,rent,10,high qualif/self emp/mgmt,1,yes,yes,282,bad
2640,0<=X<200,30,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,10,skilled,1,none,yes,937,good
2641,0<=X<200,72,delayed previously,furniture/equipment,644,<100,<1,1,male div/sep,co applicant,4,no known property,43,stores,rent,300,high qualif/self emp/mgmt,9,yes,yes,3232,good
2642,0<=X<200,32,existing paid,furniture/equipment,800,<100,<1,1,male div/sep,co applicant,4,real estate,63,bank,rent,380,skilled,4,none,yes,1133,good
2643,0<=X<200,15,critical/other existing credit,furniture/equipment,13581,500<=X<1000,1<=X<4,1,male div/sep,co applicant,3,no known property,55,stores,rent,160,unemp/unskilled non res,3,yes,no,3314,bad
2644,0<=X<200,63,critical/other existing credit,furniture/equipment,9897,500<=X<1000,1<=X<4,3,male single,co applicant,4,real estate,20,none,rent,420,unemp/unskilled non res,10,yes,no,2322,bad
2645,0<=X<200,50,no credits/all paid,furniture/equipment,9280,500<=X<1000,<1,3,male div/sep,co applicant,2,life insurance,68,none,rent,440,unskilled resident,11,yes,no,3393,good
2646,0<=X<200,46,no credits/all paid,furniture/equipment,8326,<100,4<=X<7,4,male mar/wid,co applicant,2,car,71,stores,rent,380,unskilled resident,2,none,yes,1337,bad
2647,0<=X<200,31,delayed previously,furniture/equipment,10319,100<=X<500,4<=X<7,2,male div/sep,co applicant,4,no known property,47,bank,rent,360,high qualif/self emp/mgmt,7,yes,no,3031,bad
2648,0<=X<200,71,critical/other existing credit,furniture/equipment,300,<100,1<=X<4,2,male div/sep,co applicant,3,real estate,25,none,rent,190,unskilled resident,6,none,no,913,good
2649,0<=X<200,9,delayed previously,furniture/equipment,4240,<100,4<=X<7,2,male mar/wid,co applicant,2,life insurance,20,none,rent,290,high qualif/self emp/mgmt,1,none,no,3149,good
2650,0<=X<200,45,delayed previously,furniture/equipment,17244,<100,unemployed,4,male mar/wid,co applicant,1,life insurance,63,none,rent,270,unskilled resident,5,yes,yes,2742,good
2651,0<=X<200,19,all paid,furniture/equipment,619,100<=X<500,<1,2,male mar/wid,co applicant,4,car,21,none,rent,230,high qualif/self emp/mgmt,12,yes,yes,3626,good
2652,0<=X<200,37,all paid,furniture/equipment,1207,500<=X<1000,<1,4,male mar/wid,co applicant,1,life insurance,21,none,rent,310,unskilled resident,9,yes,yes,2211,good
2653,0<=X<200,7,critical/other existing credit,furniture/equipment,5945,500<=X<1000,>=7,1,male mar/wid,co applicant,4,real estate,22,none,rent,220,high qualif/self emp/mgmt,10,none,no,3871,good
2654,0<=X<200,12,no credits/all paid,furniture/equipment,1913,100<=X<500,unemployed,3,male div/sep,co applicant,4,real estate,28,bank,rent,140,unskilled resident,2,yes,no,2226,good
2655,0<=X<200,23,no credits/all paid,furniture/equipment,14434,500<=X<1000,>=7,3,male div/sep,co applicant,1,life insurance,69,stores,rent,40,high qualif/self emp/mgmt,8,none,yes,4025,good
2656,0<=X<200,29,existing paid,furniture/equipment,513,no known savings,1<=X<4,4,male single,guarantor,2,real estate,54,stores,for free,340,skilled,14,yes,no,4082,bad
2657,0<=X<200,13,delayed previously,furniture/equipment,527,no known savings,4<=X<7,1,male div/sep,guarantor,2,no known property,41,bank,for free,360,skilled,5,yes,yes,1749,bad
2658,0<=X<200,38,no credits/all paid,furniture/equipment,5790,>=1000,<1,1,male div/sep,guarantor,2,car,48,bank,for free,250,unemp/unskilled non res,5,none,yes,2501,bad
2659,0<=X<200,41,no credits/all paid,furniture/equipment,6657,100<=X<500,>=7,4,male div/sep,guarantor,3,car,56,stores,for free,450,high qualif/self emp/mgmt,4,none,yes,140,bad
2660,0<=X<200,69,delayed previously,furniture/equipment,3812,500<=X<1000,<1,3,male single,guarantor,2,real estate,53,stores,for free,120,high qualif/self emp/mgmt,8,none,yes,2988,good
2661,0<=X<200,69,no credits/all paid,furniture/equipment,12152,>=1000,1<=X<4,2,male div/sep,guarantor,1,life insurance,28,bank,for free,40,skilled,3,yes,yes,973,bad
2662,0<=X<200,33,no credits/all paid,furniture/equipment,4824,>=1000,1<=X<4,2,male single,guarantor,4,life insurance,45,none,for free,320,unskilled resident,14,yes,yes,1187,bad
2663,0<=X<200,6,all paid,furniture/equipment,16147,500<=X<1000,4<=X<7,2,male div/sep,guarantor,3,real estate,65,none,for free,140,high qualif/self emp/mgmt,12,yes,yes,2379,bad
2664,0<=X<200,45,delayed previously,furniture/equipment,734,<100,1<=X<4,1,male mar/wid,guarantor,4,life insurance,59,none,for free,30,skilled,10,none,no,3094,good
2665,0<=X<200,50,critical/other existing credit,furniture/equipment,13377,100<=X<500,1<=X<4,4,male div/sep,guarantor,3,life insurance,36,bank,for free,290,unskilled resident,6,none,yes,2546,good
2666,0<=X<200,56,no credits/all paid,furniture/equipment,1531,<100,4<=X<7,1,male div/sep,guarantor,2,real estate,38,none,for free,480,skilled,12,none,no,2292,good
2667,0<=X<200,15,delayed previously,furniture/equipment,12715,500<=X<1000,unemployed,1,male mar/wid,guarantor,3,no known property,35,bank,for free,390,skilled,4,yes,no,4637,good
2668,0<=X<200,49,no credits/all paid,furniture/equipment,7718,500<=X<1000,<1,1,male mar/wid,guarantor,4,life insurance,25,stores,for free,40,unemp/unskilled non res,8,none,no,2933,good
2669,0<=X<200,30,no credits/all paid,furniture/equipment,1021,500<=X<1000,1<=X<4,3,male div/sep,guarantor,3,life insurance,29,stores,for free,420,high qualif/self emp/mgmt,8,none,no,4419,good
2670,0<=X<200,8,critical/other existing credit,furniture/equipment,829,<100,<1,2,male div/sep,guarantor,4,no known property,73,none,own,60,unemp/unskilled non res,13,none,no,1922,bad
2671,0<=X<200,63,no credits/all paid,furniture/equipment,14938,100<=X<500,>=7,2,male div/sep,guarantor,4,life insurance,26,none,own,370,unemp/unskilled non res,3,none,yes,1315,good
2672,0<=X<200,24,all paid,furniture/equipment,3146,500<=X<1000,unemployed,4,male div/sep,guarantor,1,car,66,stores,own,270,skilled,13,yes,yes,3899,bad
2673,0<=X<200,52,no credits/all paid,furniture/equipment,13717,>=1000,unemployed,1,male div/sep,guarantor,1,car,73,none,own,250,unemp/unskilled non res,2,none,no,4481,bad
2674,0<=X<200,15,existing paid,furniture/equipment,942,<100,unemployed,3,male div/sep,guarantor,2,real estate,37,stores,own,400,skilled,5,yes,no,163,good
2675,0<=X<200,57,existing paid,furniture/equipment,942,<100,1<=X<4,3,male div/sep,guarantor,1,real estate,24,bank,own,410,high qualif/self emp/mgmt,7,yes,no,2439,good
2676,0<=X<200,52,critical/other existing credit,furniture/equipment,865,<100,unemployed,3,male div/sep,guarantor,3,real estate,45,stores,own,350,skilled,5,yes,no,4785,good
2677,0<=X<200,42,critical/other existing credit,furniture/equipment,17984,500<=X<1000,<1,1,male single,guarantor,2,life insurance,39,none,own,10,skilled,11,none,no,1866,good
2678,0<=X<200,65,all paid,furniture/equipment,8975,>=1000,1<=X<4,1,male single,guarantor,1,real estate,50,none,own,50,unemp/unskilled non res,2,none,yes,362,good
2679,0<=X<200,42,no credits/all paid,furniture/equipment,11522,<100,4<=X<7,2,male div/sep,guarantor,1,real estate,51,bank,own,240,unemp/unskilled non res,2,none,no,1739,good
2680,0<=X<200,57,critical/other existing credit,furniture/equipment,9752,<100,unemployed,2,male mar/wid,guarantor,2,real estate,33,stores,own,70,unemp/unskilled non res,5,yes,no,429,good
2681,0<=X<200,35,critical/other existing credit,furniture/equipment,14462,<100,unemployed,2,male div/sep,guarantor,2,no known property,28,none,own,130,high qualif/self emp/mgmt,11,yes,no,1211,good
2682,0<=X<200,10,delayed previously,furniture/equipment,637,<100,<1,2,male single,guarantor,3,real estate,64,bank,rent,120,unskilled resident,2,none,yes,7,bad
2683,0<=X<200,58,no credits/all paid,furniture/equipment,4274,>=1000,1<=X<4,3,male div/sep,guarantor,1,life insurance,45,none,rent,440,high qualif/self emp/mgmt,13,yes,no,3622,bad
2684,0<=X<200,62,all paid,furniture/equipment,12155,<100,4<=X<7,2,male div/sep,guarantor,1,life insurance,56,stores,rent,470,high qualif/self emp/mgmt,7,yes,no,2070,bad
2685,0<=X<200,47,all paid,furniture/equipment,8423,<100,4<=X<7,4,male single,guarantor,1,real estate,75,stores,rent,100,unemp/unskilled non res,2,yes,no,2931,good
2686,0<=X<200,25,all paid,furniture/equipment,13037,100<=X<500,4<=X<7,4,male div/sep,guarantor,4,real estate,33,none,rent,320,unskilled resident,8,yes,yes,3158,good
2687,0<=X<200,11,critical/other existing credit,furniture/equipment,9921,>=1000,4<=X<7,4,male div/sep,guarantor,4,car,57,stores,rent,350,skilled,11,none,yes,4516,good
2688,0<=X<200,61,no credits/all paid,furniture/equipment,16132,>=1000,1<=X<4,2,male mar/wid,guarantor,3,real estate,31,none,rent,350,skilled,10,yes,no,4458,good
2689,0<=X<200,33,all paid,furniture/equipment,10708,<100,unemployed,3,male div/sep,guarantor,4,life insurance,74,none,rent,120,skilled,8,yes,no,1515,good
2690,0<=X<200,43,all paid,furniture/equipment,16064,<100,4<=X<7,2,male single,guarantor,4,real estate,44,bank,rent,360,skilled,2,none,no,3448,good
2691,0<=X<200,16,no credits/all paid,furniture/equipment,15108,100<=X<500,1<=X<4,3,male div/sep,none,1,real estate,67,stores,for free,310,skilled,8,none,yes,4817,good
2692,0<=X<200,37,all paid,furniture/equipment,3832,500<=X<1000,<1,3,male div/sep,none,1,no known property,26,none,for free,320,high qualif/self emp/mgmt,2,yes,yes,1047,bad
2693,0<=X<200,9,all paid,furniture/equipment,2652,500<=X<1000,>=7,4,male mar/wid,none,4,no known property,73,stores,for free,160,unskilled resident,7,none,yes,2402,bad
2694,0<=X<200,24,existing paid,furniture/equipment,3069,100<=X<500,>=7,4,male single,none,4,no known property,30,none,for free,10,skilled,1,none,yes,283,good
2695,0<=X<200,30,existing paid,furniture/equipment,468,<100,<1,4,male single,none,4,no known property,19,none,for free,100,high qualif/self emp/mgmt,8,none,no,673,good
2696,0<=X<200,28,existing paid,furniture/equipment,728,<100,1<=X<4,3,male div/sep,none,4,no known property,42,none,for free,460,high qualif/self emp/mgmt,9,yes,no,69,good
2697,0<=X<200,54,existing paid,furniture/equipment,303,no known savings,unemployed,4,male single,none,2,no known property,65,stores,for free,340,unemp/unskilled non res,2,none,no,575,good
2698,0<=X<200,60,all paid,furniture/equipment,620,100<=X<500,unemployed,4,male div/sep,none,1,car,53,bank,for free,330,high qualif/self emp/mgmt,5,yes,no,4780,good
2699,0<=X<200,51,existing paid,furniture/equipment,277,<100,>=7,3,male div/sep,none,2,car,55,stores,for free,430,high qualif/self emp/mgmt,13,none,yes,404,good
2700,0<=X<200,17,all paid,furniture/equipment,14546,500<=X<1000,>=7,2,male div/sep,none,3,life insurance,61,none,for free,190,skilled,13,none,yes,1960,good
2701,0<=X<200,38,critical/other existing credit,furniture/equipment,8425,<100,<1,1,male single,none,1,real estate,73,none,for free,160,unskilled resident,7,none,yes,1977,good
2702,0<=X<200,13,no credits/all paid,furniture/equipment,7552,<100,4<=X<7,1,male div/sep,none,3,car,28,stores,for free,420,skilled,2,yes,yes,1894,good
2703,0<=X<200,26,all paid,furniture/equipment,7719,>=1000,>=7,3,male div/sep,none,4,real estate,26,none,for free,210,skilled,8,yes,no,3040,good
2704,0<=X<200,24,delayed previously,furniture/equipment,2064,<100,unemployed,3,female div/dep/mar,none,2,life insurance,34,none,own,10,high qualif/self emp/mgmt,1,yes,yes,3856,good
2705,0<=X<200,48,existing paid,furniture/equipment,9960,<100,<1,1,female div/dep/mar,none,2,car,26,none,own,10,skilled,1,yes,yes,4697,bad
2706,0<=X<200,8,existing paid,furniture/equipment,1237,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,24,none,own,10,skilled,1,none,yes,1313,bad
2707,0<=X<200,9,existing paid,furniture/equipment,959,<100,1<=X<4,1,female div/dep/mar,none,2,car,29,none,own,10,skilled,1,none,no,579,bad
2708,0<=X<200,12,existing paid,furniture/equipment,2762,no known savings,>=7,1,female div/dep/mar,none,2,life insurance,25,bank,own,10,skilled,1,yes,yes,343,good
2709,0<=X<200,48,critical/other existing credit,furniture/equipment,5096,<100,1<=X<4,2,female div/dep/mar,none,3,car,30,none,own,10,high qualif/self emp/mgmt,1,yes,yes,552,bad
2710,0<=X<200,18,critical/other existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,none,own,20,unskilled resident,1,none,yes,2828,bad
2711,0<=X<200,9,existing paid,furniture/equipment,918,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,10,skilled,1,none,yes,2219,bad
2712,0<=X<200,12,existing paid,furniture/equipment,1922,<100,1<=X<4,4,male single,none,2,life insurance,37,none,own,10,unskilled resident,1,none,yes,3974,bad
2713,0<=X<200,24,existing paid,furniture/equipment,4057,<100,4<=X<7,3,male div/sep,none,3,car,43,none,own,10,skilled,1,yes,yes,1053,bad
2714,0<=X<200,24,critical/other existing credit,furniture/equipment,4736,<100,<1,2,female div/dep/mar,none,4,car,25,bank,own,10,unskilled resident,1,none,yes,103,bad
2715,0<=X<200,30,critical/other existing credit,furniture/equipment,8386,<100,4<=X<7,2,male single,none,2,life insurance,49,none,own,10,skilled,1,none,yes,1485,bad
2716,0<=X<200,4,existing paid,furniture/equipment,784,<100,unemployed,3,male div/sep,none,3,no known property,65,none,own,240,unemp/unskilled non res,13,none,yes,2848,bad
2717,0<=X<200,18,no credits/all paid,furniture/equipment,9383,100<=X<500,>=7,2,male mar/wid,none,1,life insurance,74,bank,own,200,skilled,1,none,no,3255,bad
2718,0<=X<200,24,delayed previously,furniture/equipment,2333,no known savings,<1,4,male single,none,2,life insurance,29,bank,own,10,unskilled resident,1,none,yes,2475,good
2719,0<=X<200,30,existing paid,furniture/equipment,3832,<100,<1,2,male mar/wid,none,1,life insurance,22,none,own,10,skilled,1,none,yes,2617,good
2720,0<=X<200,18,critical/other existing credit,furniture/equipment,1295,<100,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,20,skilled,1,none,yes,613,good
2721,0<=X<200,11,existing paid,furniture/equipment,1577,>=1000,<1,4,female div/dep/mar,none,1,real estate,20,none,own,10,skilled,1,none,yes,2503,good
2722,0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,20,skilled,1,yes,yes,3648,good
2723,0<=X<200,18,delayed previously,furniture/equipment,4297,<100,>=7,4,male div/sep,none,3,no known property,40,none,own,10,high qualif/self emp/mgmt,1,yes,yes,4557,good
2724,0<=X<200,9,existing paid,furniture/equipment,2030,no known savings,4<=X<7,2,male single,none,1,car,24,none,own,10,skilled,1,yes,yes,1457,good
2725,0<=X<200,21,critical/other existing credit,furniture/equipment,2745,>=1000,4<=X<7,3,male single,none,2,car,32,none,own,20,skilled,1,yes,yes,3468,good
2726,0<=X<200,24,existing paid,furniture/equipment,4351,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,48,none,own,10,unskilled resident,1,yes,yes,1188,good
2727,0<=X<200,10,existing paid,furniture/equipment,1521,<100,1<=X<4,4,male div/sep,none,2,car,31,none,own,10,unskilled resident,1,none,yes,3490,good
